Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard,CCAvg_to_Income,Income_Group
50,26,48,1,1.6,2,0,0,0,0,0,1,0.0333,Medium
46,21,52,3,2.7,2,228,0,0,0,0,1,0.0519,Medium
50,24,84,4,4.9,1,0,0,0,0,1,0,0.0583,High
61,36,131,1,0.9,1,0,0,0,0,1,0,0.0069,Very_High
34,8,44,4,0.2,1,0,0,0,0,0,0,0.0045,Medium
27,2,78,4,0.2,1,87,0,0,0,0,0,0.0026,Medium
61,36,15,4,0.4,2,0,0,0,0,0,0,0.0267,Low
45,20,38,4,1.9,3,144,0,0,0,1,1,0.05,Low
50,25,84,1,1.3,3,0,0,1,0,1,0,0.0155,High
44,20,122,1,0.3,1,0,0,0,0,1,0,0.0025,High
62,36,98,2,2.8,1,0,0,0,0,0,0,0.0286,High
45,18,80,3,2.67,2,0,0,0,0,0,0,0.0334,Medium
41,17,165,2,8.0,1,0,0,0,0,1,0,0.0485,Very_High
30,5,121,2,3.3,1,0,0,0,0,0,1,0.0273,High
61,37,20,3,0.4,2,94,0,0,0,0,0,0.02,Low
45,19,11,1,0.2,1,91,0,0,0,0,0,0.0182,Low
59,35,45,1,1.8,3,0,0,0,0,1,0,0.04,Medium
30,6,118,2,2.8,2,0,1,0,0,0,0,0.0237,High
60,36,14,2,0.3,1,109,0,0,0,1,1,0.0214,Low
39,13,30,3,0.2,2,0,0,0,0,0,0,0.0067,Low
56,30,45,1,0.2,1,98,0,0,0,0,0,0.0044,Medium
56,32,80,3,2.67,1,0,0,0,0,1,0,0.0334,Medium
27,1,25,4,0.3,2,0,0,0,0,1,1,0.012,Low
66,41,144,1,2.5,1,0,0,1,1,1,1,0.0174,Very_High
43,19,84,4,0.2,3,297,0,0,0,1,0,0.0024,High
53,29,22,2,0.4,1,0,0,0,0,1,0,0.0182,Low
44,18,33,3,1.5,1,0,0,0,0,1,1,0.0455,Low
54,28,60,4,2.6,3,0,0,0,0,0,0,0.0433,Medium
31,6,81,4,2.2,2,116,0,0,0,1,0,0.0272,High
38,13,169,1,6.8,3,0,1,0,1,1,1,0.0402,Very_High
28,2,63,2,1.6,3,0,0,0,0,1,0,0.0254,Medium
51,26,12,2,0.7,3,109,0,0,0,1,1,0.0583,Low
52,27,15,4,0.8,1,101,0,0,0,0,0,0.0533,Low
64,38,39,1,0.5,3,0,0,1,1,1,1,0.0128,Low
29,4,44,4,2.0,2,0,0,0,0,1,0,0.0455,Medium
34,10,110,1,4.0,1,0,0,0,0,1,0,0.0364,High
33,8,130,3,6.3,2,99,1,0,0,0,1,0.0485,High
46,21,41,1,1.4,3,128,0,0,0,1,0,0.0341,Medium
48,22,59,1,1.4,3,241,0,0,0,1,0,0.0237,Medium
52,28,39,2,0.8,1,0,0,0,0,1,0,0.0205,Low
44,19,35,4,0.0,2,0,0,0,0,1,0,0.0,Low
51,27,80,1,2.6,2,0,0,0,0,1,1,0.0325,Medium
47,20,81,1,2.67,2,0,0,0,0,1,0,0.033,High
39,13,31,2,0.8,3,0,0,0,0,0,0,0.0258,Low
42,17,93,4,1.9,3,0,0,0,0,0,0,0.0204,High
57,33,45,4,1.5,1,204,0,0,0,1,0,0.0333,Medium
36,12,40,2,0.6,3,0,0,0,0,1,1,0.015,Low
27,1,80,2,1.6,3,185,0,0,0,1,1,0.02,Medium
31,7,20,1,0.4,3,0,0,0,0,1,0,0.02,Low
63,37,41,1,0.5,3,0,0,0,0,0,1,0.0122,Medium
34,8,31,1,0.3,1,104,0,0,0,1,1,0.0097,Low
52,27,35,4,0.2,2,0,0,0,0,1,0,0.0057,Low
57,31,40,3,1.4,3,137,0,0,0,1,1,0.035,Low
63,39,84,1,1.8,3,0,0,0,0,0,0,0.0214,High
26,1,53,2,1.6,3,0,0,0,0,1,0,0.0302,Medium
35,5,85,4,4.0,3,0,0,0,0,1,0,0.0471,High
58,33,138,2,3.9,1,0,0,0,0,1,0,0.0283,Very_High
32,2,71,2,1.75,3,108,0,0,0,0,0,0.0246,Medium
64,39,113,1,0.8,3,0,0,0,0,0,1,0.0071,High
50,23,23,2,1.0,2,0,0,1,0,0,0,0.0435,Low
34,9,62,3,2.3,1,0,0,0,0,0,0,0.0371,Medium
36,11,14,4,0.2,3,100,0,0,0,1,1,0.0143,Low
43,18,60,2,2.2,3,0,0,0,0,0,1,0.0367,Medium
28,4,94,3,0.8,1,236,0,0,0,1,0,0.0085,High
64,39,83,3,1.8,2,0,0,0,0,1,0,0.0217,High
60,35,130,3,6.3,3,437,1,0,1,1,1,0.0485,High
62,37,61,4,1.7,1,0,0,0,0,0,0,0.0279,Medium
27,2,92,2,3.1,1,178,0,0,0,1,0,0.0337,High
42,16,20,2,0.8,3,117,0,0,0,1,1,0.04,Low
45,20,194,2,8.8,1,428,0,0,0,0,0,0.0454,Very_High
36,10,74,1,2.5,1,0,0,0,0,0,1,0.0338,Medium
48,22,84,2,0.4,3,145,0,0,0,0,0,0.0048,High
65,40,98,3,1.8,2,333,0,0,0,0,0,0.0184,High
39,15,52,3,2.33,1,0,0,0,0,1,0,0.0448,Medium
51,26,55,1,1.3,2,236,0,0,0,0,1,0.0236,Medium
30,6,64,4,3.4,1,117,0,0,0,0,0,0.0531,Medium
65,40,128,1,2.5,1,162,0,0,0,1,0,0.0195,High
38,13,113,4,1.7,2,0,1,0,0,0,1,0.015,High
29,3,50,3,1.1,2,0,0,0,0,0,1,0.022,Medium
42,18,54,4,2.2,2,0,0,0,0,0,0,0.0407,Medium
63,38,129,1,0.9,1,366,0,0,0,1,0,0.007,High
46,21,82,4,0.4,1,0,0,0,0,0,0,0.0049,High
62,38,100,4,1.7,2,0,0,0,0,1,0,0.017,High
58,34,44,4,2.2,1,0,0,1,0,0,0,0.05,Medium
56,30,164,4,0.5,2,234,1,0,1,1,1,0.003,Very_High
56,31,81,2,3.7,1,121,0,0,0,1,1,0.0457,High
34,10,71,1,0.1,1,257,0,0,0,1,1,0.0014,Medium
42,17,28,1,0.5,3,90,0,0,0,0,0,0.0179,Low
30,6,80,3,1.5,1,219,0,0,0,1,0,0.0188,Medium
61,35,90,4,1.9,2,0,0,0,0,1,0,0.0211,High
38,14,74,1,3.6,2,0,0,0,0,1,1,0.0486,Medium
50,25,14,2,0.7,3,0,0,1,0,1,0,0.05,Low
61,36,23,2,0.5,2,103,0,0,0,1,0,0.0217,Low
41,17,153,1,1.7,1,337,0,0,0,0,1,0.0111,Very_High
42,16,38,3,0.9,3,0,0,0,0,0,0,0.0237,Low
29,5,112,2,2.0,2,382,0,1,0,0,0,0.0179,High
51,26,145,1,8.1,1,397,0,0,0,0,1,0.0559,Very_High
32,6,28,2,0.3,2,88,0,0,0,1,0,0.0107,Low
34,9,31,4,1.1,3,0,0,0,0,1,1,0.0355,Low
26,2,195,1,6.33,1,0,0,0,0,1,1,0.0325,Very_High
54,24,50,3,2.0,3,0,0,0,0,1,1,0.04,Medium
38,14,71,4,2.0,3,0,0,0,0,0,0,0.0282,Medium
62,36,21,3,0.3,3,0,0,0,0,0,0,0.0143,Low
37,11,35,2,0.8,3,125,0,0,0,0,0,0.0229,Low
46,21,42,1,2.4,1,0,0,0,0,1,1,0.0571,Medium
52,27,78,4,3.6,3,141,0,0,0,1,0,0.0462,Medium
32,6,73,4,2.2,2,0,0,0,0,0,0,0.0301,Medium
49,25,53,2,1.0,3,181,0,0,0,0,0,0.0189,Medium
28,3,51,2,1.6,3,123,0,0,0,0,0,0.0314,Medium
55,30,40,2,2.3,3,0,0,0,0,1,0,0.0575,Low
52,26,178,1,1.0,1,0,0,0,0,0,0,0.0056,Very_High
32,6,35,2,0.3,1,0,0,0,0,0,1,0.0086,Low
31,7,192,1,0.0,2,0,1,0,0,1,0,0.0,Very_High
27,3,123,1,5.4,1,0,0,0,0,0,0,0.0439,High
32,5,48,2,1.67,2,0,0,1,1,1,1,0.0348,Medium
52,26,45,3,0.6,2,0,0,0,0,0,0,0.0133,Medium
52,28,15,1,0.2,1,0,0,0,0,1,0,0.0133,Low
50,24,79,1,0.3,1,120,0,0,0,1,0,0.0038,Medium
32,5,63,4,2.0,2,0,0,1,0,1,0,0.0317,Medium
61,35,30,2,0.2,3,0,0,0,0,1,0,0.0067,Low
60,36,145,4,6.9,1,380,1,0,0,0,1,0.0476,Very_High
28,4,32,3,1.0,2,0,0,0,0,0,0,0.0312,Low
34,9,64,2,0.1,1,224,0,0,0,1,1,0.0016,Medium
31,7,84,1,0.1,1,0,0,0,0,1,0,0.0012,High
31,5,21,1,0.4,2,0,0,0,0,1,0,0.019,Low
62,38,99,4,1.7,2,0,0,0,0,1,0,0.0172,High
47,22,35,2,1.3,1,0,0,0,0,1,0,0.0371,Low
50,24,180,1,1.7,1,0,0,0,0,1,1,0.0094,Very_High
36,12,42,1,1.33,1,0,0,0,0,1,0,0.0317,Medium
26,0,179,4,2.1,2,0,1,0,0,0,0,0.0117,Very_High
51,27,42,4,0.1,3,0,0,0,0,0,0,0.0024,Medium
52,25,180,2,9.0,2,297,1,0,0,1,0,0.05,Very_High
35,11,82,4,3.4,1,0,0,0,0,0,0,0.0415,High
42,16,55,2,0.7,1,149,0,0,0,0,0,0.0127,Medium
36,12,79,2,2.2,1,0,0,0,0,1,0,0.0278,Medium
41,17,48,2,0.6,3,215,0,0,0,0,1,0.0125,Medium
49,25,93,1,2.7,1,0,0,1,0,1,0,0.029,High
57,32,23,2,0.2,3,0,0,0,0,0,0,0.0087,Low
44,20,50,3,2.33,1,200,0,0,0,0,0,0.0466,Medium
60,34,85,2,2.0,1,0,0,0,0,1,0,0.0235,High
38,14,35,1,1.5,2,97,0,0,0,1,0,0.0429,Low
26,2,171,3,6.0,2,0,1,0,0,1,0,0.0351,Very_High
29,2,29,4,1.5,2,0,0,0,0,0,1,0.0517,Low
59,35,84,1,1.8,3,0,0,0,0,1,1,0.0214,High
51,27,20,4,0.5,2,0,0,0,0,1,0,0.025,Low
50,25,14,1,0.4,3,0,0,0,0,1,1,0.0286,Low
35,10,179,1,8.6,1,357,0,0,0,0,0,0.048,Very_High
61,37,48,1,0.8,1,158,0,0,0,1,0,0.0167,Medium
42,16,74,1,2.8,1,0,0,0,0,1,0,0.0378,Medium
55,29,53,1,1.4,1,0,0,0,0,0,0,0.0264,Medium
50,25,83,1,2.8,2,0,0,0,0,1,1,0.0337,High
64,40,171,2,2.1,1,433,0,0,0,0,0,0.0123,Very_High
54,28,85,4,4.9,1,0,0,0,0,1,0,0.0576,High
50,26,38,4,0.9,2,0,0,0,0,1,0,0.0237,Low
31,5,85,3,1.6,1,157,0,0,0,1,1,0.0188,High
32,8,79,1,0.1,1,0,0,0,0,0,0,0.0013,Medium
44,19,69,4,0.4,1,0,0,0,0,0,0,0.0058,Medium
60,35,43,3,0.9,3,0,0,0,0,1,1,0.0209,Medium
60,34,33,2,0.3,1,101,0,0,0,1,0,0.0091,Low
62,38,42,3,0.1,3,149,0,0,0,0,1,0.0024,Medium
46,21,40,4,1.9,3,122,0,0,0,1,0,0.0475,Low
57,33,43,1,1.8,3,0,0,0,0,0,0,0.0419,Medium
30,5,20,4,0.5,3,117,0,0,0,0,0,0.025,Low
58,32,65,3,2.5,1,222,0,0,0,1,0,0.0385,Medium
39,13,139,3,3.4,1,483,1,0,0,1,0,0.0245,Very_High
60,35,135,3,0.3,3,0,1,0,0,1,0,0.0022,Very_High
59,34,84,3,1.6,3,0,0,0,0,1,0,0.019,High
50,26,179,1,2.9,3,0,1,0,0,0,1,0.0162,Very_High
63,39,45,4,1.3,2,86,0,0,0,0,0,0.0289,Medium
27,3,109,2,2.5,1,0,0,0,0,1,0,0.0229,High
54,29,34,4,0.1,3,0,0,0,0,1,0,0.0029,Low
62,37,162,1,1.3,1,0,0,0,0,1,0,0.008,Very_High
60,34,105,2,1.4,1,0,0,0,0,1,0,0.0133,High
38,12,22,3,0.2,2,0,0,0,0,1,0,0.0091,Low
34,8,82,2,1.8,1,178,0,0,0,1,1,0.022,High
65,41,105,4,1.7,2,230,0,1,0,1,0,0.0162,High
55,31,62,1,1.8,3,0,0,0,0,1,0,0.029,Medium
57,31,82,2,2.0,1,83,0,0,0,0,1,0.0244,High
27,3,72,4,0.0,1,0,0,0,0,1,0,0.0,Medium
35,10,38,4,1.7,1,0,0,0,0,1,1,0.0447,Low
52,28,25,4,1.0,1,0,0,0,0,0,0,0.04,Low
45,15,20,1,0.75,3,0,0,0,0,1,0,0.0375,Low
29,3,80,4,1.8,2,0,0,0,0,1,1,0.0225,Medium
44,18,84,3,1.1,1,0,0,0,0,0,0,0.0131,High
47,23,33,1,1.0,1,0,0,0,0,1,1,0.0303,Low
62,37,55,3,0.9,3,0,0,0,0,1,0,0.0164,Medium
52,27,33,2,0.7,2,0,0,0,0,0,1,0.0212,Low
47,23,190,4,0.3,3,305,1,0,0,0,0,0.0016,Very_High
42,18,43,1,0.3,3,158,0,0,0,0,0,0.007,Medium
65,41,45,3,0.1,3,0,0,0,0,1,0,0.0022,Medium
42,18,141,1,3.5,1,0,0,0,0,0,0,0.0248,Very_High
40,16,69,4,2.4,1,0,0,0,0,1,0,0.0348,Medium
32,8,78,4,0.1,2,0,0,0,0,1,0,0.0013,Medium
40,15,84,1,3.7,3,0,0,0,0,1,0,0.044,High
55,29,172,1,5.2,2,0,1,0,0,0,0,0.0302,Very_High
32,6,51,4,0.2,1,154,0,1,0,0,1,0.0039,Medium
58,28,75,1,1.4,3,0,0,0,0,1,0,0.0187,Medium
46,22,183,1,3.1,2,0,1,0,1,1,1,0.0169,Very_High
53,23,20,4,0.4,3,0,0,0,0,1,1,0.02,Low
63,39,101,2,3.9,3,294,1,0,0,1,0,0.0386,High
40,14,129,1,5.9,3,0,1,0,0,1,0,0.0457,High
41,17,63,2,3.2,1,0,0,0,0,0,0,0.0508,Medium
60,35,44,4,2.1,1,0,0,0,0,0,0,0.0477,Medium
65,39,184,1,5.4,3,176,1,0,1,1,1,0.0293,Very_High
59,33,100,2,2.0,1,127,0,0,0,0,0,0.02,High
48,24,12,3,0.4,1,0,0,0,0,0,0,0.0333,Low
59,33,68,2,2.3,3,128,0,1,0,1,0,0.0338,Medium
33,8,48,1,1.0,1,212,0,0,0,1,0,0.0208,Medium
40,15,82,2,0.4,1,0,0,0,0,0,0,0.0049,High
42,18,52,2,2.5,1,0,0,0,0,0,0,0.0481,Medium
65,41,154,2,4.6,2,0,1,1,1,1,1,0.0299,Very_High
30,4,39,1,1.5,1,0,0,0,0,0,1,0.0385,Low
30,4,40,1,0.3,1,0,0,0,1,1,1,0.0075,Low
42,17,54,4,1.9,3,164,0,0,0,0,0,0.0352,Medium
32,8,32,2,1.0,2,103,0,0,1,1,1,0.0312,Low
55,30,64,2,2.3,3,0,0,0,0,0,0,0.0359,Medium
29,3,92,2,1.3,1,287,0,0,0,1,0,0.0141,High
64,38,40,1,2.5,3,94,0,0,0,1,1,0.0625,Low
37,11,60,3,0.5,3,0,0,0,0,1,0,0.0083,Medium
31,5,85,2,1.3,1,119,0,0,0,1,1,0.0153,High
25,0,21,4,0.4,1,90,0,0,0,1,0,0.019,Low
31,5,35,1,0.6,3,171,0,0,0,0,0,0.0171,Low
32,7,52,2,0.1,1,0,0,0,0,1,0,0.0019,Medium
58,34,128,1,7.4,1,0,0,0,0,0,0,0.0578,High
26,2,195,1,6.33,1,0,0,0,0,0,0,0.0325,Very_High
51,25,68,2,1.5,2,117,0,0,0,0,1,0.0221,Medium
65,41,55,2,1.1,1,0,0,0,0,0,0,0.02,Medium
43,17,55,1,0.2,1,0,0,0,0,1,0,0.0036,Medium
46,21,80,4,0.4,1,0,0,0,0,1,1,0.005,Medium
28,3,123,1,0.8,1,146,0,0,0,0,0,0.0065,High
63,37,90,4,1.9,2,106,0,1,0,1,0,0.0211,High
59,29,61,1,1.4,3,0,0,0,0,0,0,0.023,Medium
42,15,41,3,2.5,2,0,0,0,0,1,0,0.061,Medium
58,33,43,2,1.6,3,0,0,0,0,1,0,0.0372,Medium
39,13,71,3,0.1,1,162,0,1,0,1,0,0.0014,Medium
36,12,25,4,1.0,1,0,0,0,0,1,0,0.04,Low
60,33,154,1,3.0,2,0,1,1,1,1,0,0.0195,Very_High
47,21,141,1,2.4,1,0,0,0,0,0,0,0.017,Very_High
29,4,22,2,0.9,3,110,0,0,0,0,0,0.0409,Low
52,28,145,2,6.8,1,0,0,0,0,1,0,0.0469,Very_High
41,16,49,3,0.5,3,0,0,0,0,1,0,0.0102,Medium
63,37,109,1,2.0,1,0,0,0,0,1,0,0.0183,High
59,34,80,3,0.5,1,0,0,0,0,1,1,0.0062,Medium
44,20,82,4,1.4,2,201,0,0,0,1,1,0.0171,High
54,28,52,4,2.5,1,0,0,0,0,1,0,0.0481,Medium
29,5,85,3,2.5,1,0,0,0,0,1,1,0.0294,High
51,25,148,1,1.0,1,0,0,0,0,0,0,0.0068,Very_High
63,39,160,2,2.1,1,0,0,0,0,0,1,0.0131,Very_High
36,11,39,4,1.7,1,0,0,0,0,1,0,0.0436,Low
42,16,25,2,0.8,3,0,0,0,0,0,1,0.032,Low
51,25,33,1,1.4,3,0,0,0,0,1,1,0.0424,Low
47,20,38,3,2.5,2,0,0,0,0,0,0,0.0658,Low
40,16,85,4,0.2,3,0,0,0,0,1,1,0.0024,High
54,28,48,1,0.2,1,0,0,0,0,1,0,0.0042,Medium
47,21,15,4,0.6,3,77,0,0,0,1,0,0.04,Low
35,10,94,1,0.0,1,174,0,0,0,1,0,0.0,High
28,4,120,2,0.6,1,0,0,0,0,1,0,0.005,High
45,19,60,1,0.7,3,159,0,0,0,1,0,0.0117,Medium
33,9,145,2,4.33,1,277,0,0,0,0,1,0.0299,Very_High
62,36,29,2,0.7,3,0,0,0,0,0,0,0.0241,Low
45,18,78,3,2.67,2,0,0,0,0,1,0,0.0342,Medium
59,35,59,4,1.2,2,0,0,0,0,1,0,0.0203,Medium
58,28,80,2,4.5,3,0,0,0,0,0,1,0.0562,Medium
52,26,180,1,1.0,1,0,0,0,0,1,1,0.0056,Very_High
34,8,8,3,0.1,2,83,0,0,0,1,0,0.0125,Low
65,35,23,1,1.5,3,0,0,0,0,1,0,0.0652,Low
48,23,79,2,3.8,3,0,0,0,0,1,0,0.0481,Medium
44,19,78,2,3.8,3,268,0,0,0,0,0,0.0487,Medium
61,37,64,1,0.0,2,0,0,0,0,0,1,0.0,Medium
40,14,64,4,0.2,3,0,0,0,0,1,1,0.0031,Medium
65,39,160,4,3.8,1,237,1,0,0,1,0,0.0238,Very_High
28,4,43,1,1.0,3,102,0,0,0,0,0,0.0233,Medium
67,42,32,1,1.1,3,0,0,0,0,0,1,0.0344,Low
35,9,179,2,0.0,1,76,0,1,0,1,0,0.0,Very_High
60,35,8,1,0.1,1,0,0,0,0,1,0,0.0125,Low
58,32,63,1,1.6,1,0,0,1,0,1,0,0.0254,Medium
55,30,40,2,2.3,3,0,0,1,0,1,0,0.0575,Low
34,9,99,4,2.2,2,155,0,0,0,1,0,0.0222,High
35,9,141,2,4.5,2,0,1,0,0,0,0,0.0319,Very_High
28,4,159,1,1.5,1,0,0,0,0,1,1,0.0094,Very_High
38,12,39,2,0.3,1,174,0,0,0,1,0,0.0077,Low
62,38,99,4,1.7,2,0,0,0,0,0,0,0.0172,High
30,4,18,4,0.3,2,0,0,0,0,1,1,0.0167,Low
38,12,38,2,0.3,1,0,0,0,0,1,1,0.0079,Low
33,8,133,1,0.0,1,0,0,0,0,1,0,0.0,Very_High
58,34,84,2,2.8,1,0,0,0,0,1,1,0.0333,High
59,35,60,1,0.0,2,0,0,0,0,1,1,0.0,Medium
52,28,178,3,5.4,3,147,1,0,0,1,0,0.0303,Very_High
36,12,18,1,0.5,3,0,0,0,0,0,1,0.0278,Low
45,21,73,1,0.8,3,0,0,0,0,1,0,0.011,Medium
49,23,125,1,7.3,1,0,0,0,0,0,0,0.0584,High
52,26,91,1,4.3,2,0,1,0,1,1,1,0.0473,High
54,28,74,2,1.1,1,0,0,0,0,1,0,0.0149,Medium
30,4,35,2,0.3,2,0,0,1,0,0,1,0.0086,Low
65,39,113,1,2.0,1,0,0,0,0,1,1,0.0177,High
34,8,52,4,2.2,2,0,0,0,0,0,0,0.0423,Medium
30,6,191,2,4.4,2,0,1,0,0,1,0,0.023,Very_High
51,25,18,1,0.3,3,93,0,0,0,0,1,0.0167,Low
52,27,25,2,0.0,1,0,0,0,0,1,1,0.0,Low
43,18,50,4,1.9,3,0,0,0,0,0,0,0.038,Medium
35,10,75,4,0.7,3,0,0,0,0,1,1,0.0093,Medium
56,26,92,2,4.5,3,0,0,1,0,0,1,0.0489,High
57,32,33,2,2.0,2,0,0,0,0,1,0,0.0606,Low
58,32,65,3,2.2,3,0,0,0,0,0,0,0.0338,Medium
53,28,44,3,1.7,1,0,0,0,0,0,0,0.0386,Medium
45,21,183,2,1.4,1,354,0,0,0,0,0,0.0077,Very_High
44,20,175,2,1.4,1,0,0,0,0,1,1,0.008,Very_High
54,28,28,4,1.5,3,0,0,0,0,1,1,0.0536,Low
41,17,49,4,2.2,2,0,0,0,0,0,0,0.0449,Medium
52,26,45,4,1.8,1,0,0,0,0,1,0,0.04,Medium
43,17,64,4,3.0,3,221,1,0,0,1,0,0.0469,Medium
63,38,22,3,0.1,3,90,0,0,0,1,0,0.0045,Low
54,30,120,1,7.4,1,119,0,0,0,1,1,0.0617,High
33,8,175,2,6.7,1,102,0,0,0,1,0,0.0383,Very_High
25,0,101,4,2.3,3,256,0,0,0,0,1,0.0228,High
41,16,104,1,1.0,3,0,0,0,0,1,0,0.0096,High
40,16,155,4,0.1,3,0,1,0,1,1,1,0.0006,Very_High
43,18,58,1,2.4,1,0,0,0,0,0,0,0.0414,Medium
36,10,80,4,2.2,2,0,0,0,0,1,0,0.0275,Medium
57,33,45,1,1.8,3,195,0,0,0,0,0,0.04,Medium
34,9,134,1,4.6,1,164,0,1,0,1,0,0.0343,Very_High
38,14,58,4,2.0,3,153,0,1,0,0,0,0.0345,Medium
47,21,20,1,0.2,1,0,0,0,0,1,1,0.01,Low
39,13,25,4,1.5,3,0,0,0,0,1,0,0.06,Low
45,20,55,1,0.3,1,0,0,0,0,1,1,0.0055,Medium
62,37,155,1,1.3,1,0,0,0,0,0,0,0.0084,Very_High
59,34,30,1,1.3,1,0,0,0,0,1,1,0.0433,Low
61,37,39,4,0.4,1,0,0,0,0,1,1,0.0103,Low
36,12,73,4,2.0,3,188,0,0,0,1,0,0.0274,Medium
58,34,41,4,1.3,1,0,0,0,0,1,0,0.0317,Medium
55,30,34,4,0.1,3,157,0,0,0,1,0,0.0029,Low
29,5,21,3,0.9,3,119,0,0,0,0,0,0.0429,Low
34,8,11,4,0.3,1,0,0,1,1,1,1,0.0273,Low
61,35,154,2,6.9,1,0,0,0,0,0,0,0.0448,Very_High
50,20,19,4,0.4,3,0,0,0,0,0,0,0.0211,Low
52,26,101,2,2.4,2,0,0,0,0,1,0,0.0238,High
39,15,24,1,1.0,1,116,0,0,0,1,1,0.0417,Low
55,29,131,2,2.7,1,0,0,1,0,0,0,0.0206,Very_High
33,9,105,1,4.0,1,0,0,0,0,1,0,0.0381,High
47,21,52,1,1.2,2,194,0,0,0,0,0,0.0231,Medium
57,32,21,4,0.9,2,113,0,1,0,0,0,0.0429,Low
57,31,45,3,1.4,1,198,0,0,0,1,0,0.0311,Medium
40,14,39,1,2.0,1,0,0,0,0,1,0,0.0513,Low
50,25,192,2,2.8,1,238,0,0,0,0,1,0.0146,Very_High
29,5,195,1,4.3,1,0,0,0,0,0,0,0.0221,Very_High
46,22,83,3,0.7,1,0,0,0,0,0,0,0.0084,High
42,15,34,3,1.0,2,0,0,1,0,1,0,0.0294,Low
59,33,49,4,1.7,2,104,0,0,0,1,0,0.0347,Medium
31,1,60,4,4.0,3,244,0,0,0,0,0,0.0667,Medium
51,25,41,4,1.8,1,0,0,0,0,0,0,0.0439,Medium
35,10,72,3,2.3,1,285,0,0,0,0,0,0.0319,Medium
59,35,102,4,3.0,2,115,1,0,0,1,0,0.0294,High
35,10,31,3,1.3,1,0,0,0,0,0,0,0.0419,Low
46,20,73,1,1.5,2,128,0,0,0,1,0,0.0205,Medium
34,9,89,1,0.0,1,0,0,0,0,1,0,0.0,High
55,29,19,4,0.7,3,121,0,1,0,0,1,0.0368,Low
64,40,63,4,1.2,2,0,0,0,0,1,0,0.019,Medium
34,9,104,3,1.2,3,0,0,0,0,1,0,0.0115,High
61,35,40,1,0.8,2,128,0,0,0,1,0,0.02,Low
63,39,92,2,0.0,3,0,0,0,0,1,0,0.0,High
59,33,72,2,0.7,2,226,0,0,0,0,0,0.0097,Medium
51,27,44,3,1.9,2,141,0,0,0,0,0,0.0432,Medium
41,16,114,4,3.5,1,0,1,0,0,0,1,0.0307,High
37,13,73,4,2.4,1,0,0,0,0,0,0,0.0329,Medium
64,40,63,4,1.2,2,0,0,1,0,0,1,0.019,Medium
44,20,69,1,0.8,3,184,0,0,1,1,1,0.0116,Medium
62,37,42,3,1.5,1,0,0,0,0,1,0,0.0357,Medium
50,26,88,1,2.7,1,0,0,0,0,1,0,0.0307,High
43,18,98,2,0.4,1,0,0,0,0,1,0,0.0041,High
34,8,65,1,3.0,1,227,1,0,0,1,0,0.0462,Medium
38,13,12,2,0.3,2,104,0,1,0,1,0,0.025,Low
29,5,122,4,3.0,1,0,1,0,0,0,1,0.0246,High
39,14,12,2,0.0,3,0,0,0,0,0,0,0.0,Low
53,29,24,2,0.2,1,0,0,0,0,0,1,0.0083,Low
43,19,170,4,4.25,1,318,1,0,1,1,1,0.025,Very_High
61,36,184,4,2.3,2,342,1,0,1,1,1,0.0125,Very_High
46,20,25,4,0.6,3,125,0,0,0,0,0,0.024,Low
57,31,131,2,2.7,1,0,0,0,0,0,0,0.0206,Very_High
59,33,50,2,2.3,3,0,0,0,0,0,1,0.046,Medium
52,28,21,2,0.4,1,0,0,1,0,1,0,0.019,Low
29,3,55,3,1.1,2,0,0,0,0,1,0,0.02,Medium
57,32,124,1,0.2,2,0,1,0,0,1,0,0.0016,High
49,23,58,4,2.6,1,188,0,0,0,0,0,0.0448,Medium
39,13,72,2,2.8,1,0,0,0,0,1,0,0.0389,Medium
56,31,192,1,7.0,3,0,1,0,1,1,0,0.0365,Very_High
63,38,83,3,1.8,2,0,0,0,0,1,0,0.0217,High
37,12,93,1,2.8,1,0,0,1,0,1,0,0.0301,High
56,26,38,3,1.0,3,110,0,1,0,1,0,0.0263,Low
45,20,55,4,1.9,3,164,0,1,0,0,0,0.0345,Medium
66,41,11,3,0.1,3,0,0,1,0,0,1,0.0091,Low
40,15,85,2,0.4,1,0,0,1,0,0,0,0.0047,High
50,24,124,1,4.9,1,266,0,0,0,1,0,0.0395,High
60,36,129,2,6.0,1,0,0,0,0,1,0,0.0465,High
31,7,180,1,4.3,1,0,0,0,0,0,0,0.0239,Very_High
40,14,74,4,1.4,2,0,0,0,0,1,0,0.0189,Medium
36,6,138,1,7.0,3,86,1,0,0,1,0,0.0507,Very_High
55,29,111,2,3.6,3,0,1,0,0,0,1,0.0324,High
54,28,83,3,0.8,1,0,0,0,0,1,0,0.0096,High
35,10,33,4,1.7,1,87,0,0,0,1,0,0.0515,Low
55,29,21,4,0.7,3,0,0,0,0,0,0,0.0333,Low
36,10,35,2,0.3,1,98,0,0,0,1,0,0.0086,Low
66,41,105,1,0.8,3,0,0,1,1,1,1,0.0076,High
38,14,103,1,0.8,2,0,0,0,0,0,1,0.0078,High
58,32,75,2,2.3,3,0,0,0,0,0,0,0.0307,Medium
41,17,33,1,0.7,1,104,0,0,0,0,0,0.0212,Low
60,34,52,4,1.7,2,0,0,1,0,1,0,0.0327,Medium
